A.0	05
A.1	85

B.0	06
B.1	86

1.0	14
1.1	14
1.2	15
1.3	15
1.4	16
1.5	16
1.6	17
1.7	17

0.0	10
0.1	10
0.2	11
0.3	11
0.4	12
0.5	12
0.6	13
0.7	13

0TRISA	83168501
1TRISA	013083168500
0TRISB	83168601
1TRISB	013083168600

0PORTA	8501
1PORTA	01308500
0PORTB	8601
1PORTB	01308600

Device16F628A	02400E00223F4F
